Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromoffice,JobInvolvement,Job Level,Total Working Years,Retirement,Promotion status,Job satisfaction,Performance Rating
34,No,Travel_Frequently,1281,Research & Development,3,Technical Degree,1,3019,3,Female,89,Software Engineer,1,Single,17273,13033,1,Yes,11,4,3,80,3,4,4,13,6,7,1,Very Far,2 Jobs,Level 1,19 Years,On service,Not due,Low,Low Ratings
57,Yes,Non-Travel,325,Human Resources,3,Marketing,1,1195,4,Male,39,Software Engineer,2,Divorced,18057,12660,4,No,17,4,4,80,2,0,3,11,6,0,0,Very Close,4 Jobs,Level 2,21 Years,On service,due for promotion,High,High Ratings
46,Yes,Non-Travel,693,Research & Development,2,Technical Degree,1,2246,1,Female,75,Business Analyst,3,Single,3149,4496,2,No,13,4,3,80,3,5,4,15,7,3,5,Very Close,1 Jobs,Level 4,16 Years,due for retirement,due for promotion,Low,High Ratings
44,No,Travel_Rarely,1141,Sales,1,Medical,1,2874,2,Male,38,Manager,3,Married,14271,27234,4,Yes,23,3,3,80,3,5,2,17,4,6,6,Close,3 Jobs,Level 4,22 Years,On service,Not due,Low,Low Ratings
35,Yes,Travel_Rarely,747,Research & Development,2,Marketing,1,5640,4,Male,73,Manager,4,Single,18381,19338,2,No,14,4,1,80,3,4,4,10,8,2,0,Very Close,4 Jobs,Level 4,17 Years,On service,due for promotion,Medium,Low Ratings
48,No,Non-Travel,983,Human Resources,4,Medical,1,2550,1,Male,41,Research Scientist,4,Divorced,9235,19106,7,Yes,21,4,3,80,3,1,1,6,1,2,6,Close,4 Jobs,Level 5,2 Years,On service,due for promotion,Medium,High Ratings
21,No,Travel_Rarely,282,Human Resources,3,Other,1,3155,1,Female,77,Sales Executive,3,Single,6461,15393,3,Yes,12,4,3,80,1,4,2,17,9,4,0,Close,2 Jobs,Level 3,17 Years,due for retirement,Not due,Medium,Low Ratings
50,No,Travel_Rarely,885,Sales,3,Medical,1,94,1,Male,67,Sales Executive,3,Single,18296,29390,5,No,14,3,3,80,0,1,3,15,8,8,0,Close,2 Jobs,Level 3,19 Years,due for retirement,due for promotion,Medium,Low Ratings
43,No,Travel_Frequently,153,Research & Development,1,Life Sciences,1,2078,3,Male,70,Support Engineer,3,Divorced,13583,6410,3,No,14,4,4,80,3,1,4,6,4,0,1,Very Close,3 Jobs,Level 3,8 Years,On service,due for promotion,Medium,High Ratings
40,No,Travel_Rarely,211,Research & Development,2,Life Sciences,1,470,4,Male,74,Software Engineer,4,Single,6398,21374,6,No,20,4,4,80,2,0,1,16,7,0,4,Very Close,1 Jobs,Level 5,24 Years,On service,due for promotion,High,High Ratings
18,No,Non-Travel,578,Sales,3,Marketing,1,788,4,Male,34,Support Engineer,3,Married,3234,9649,9,Yes,21,3,4,80,3,1,1,12,5,4,6,Very Close,2 Jobs,Level 4,20 Years,On service,due for promotion,Medium,High Ratings
45,No,Non-Travel,386,Research & Development,3,Technical Degree,1,1700,3,Male,57,HR Executive,2,Divorced,6586,3963,3,Yes,16,3,4,80,0,3,4,5,0,5,5,Very Close,2 Jobs,Level 3,6 Years,due for retirement,due for promotion,High,High Ratings
43,Yes,Non-Travel,1042,Research & Development,2,Marketing,1,1838,2,Female,53,HR Executive,4,Single,10793,3661,4,Yes,13,4,1,80,2,2,3,12,7,4,5,Very Close,1 Jobs,Level 4,12 Years,On service,due for promotion,Medium,Low Ratings
32,No,Travel_Rarely,1172,Human Resources,4,Other,1,3064,3,Male,95,Support Engineer,2,Divorced,17812,26209,2,Yes,23,4,4,80,2,4,2,6,4,6,0,Very Close,3 Jobs,Level 2,25 Years,On service,Not due,Medium,Low Ratings
23,No,Non-Travel,557,Human Resources,3,Technical Degree,1,1707,2,Female,34,Sales Executive,1,Divorced,19828,22254,1,Yes,19,3,4,80,1,2,3,13,5,0,2,Very Close,2 Jobs,Level 3,30 Years,On service,due for promotion,Low,Low Ratings
35,No,Travel_Rarely,450,Sales,2,Technical Degree,1,3968,4,Male,77,HR Executive,2,Divorced,9157,19726,8,No,12,3,2,80,3,4,1,17,7,8,9,Close,2 Jobs,Level 2,23 Years,On service,due for promotion,Medium,High Ratings
23,No,Non-Travel,493,Sales,4,Life Sciences,1,3863,1,Male,42,Business Analyst,3,Single,3909,20699,5,Yes,18,4,1,80,2,5,4,14,9,1,3,Very Close,2 Jobs,Level 5,18 Years,On service,due for promotion,High,High Ratings
21,No,Travel_Rarely,709,Research & Development,1,Marketing,1,3665,2,Male,47,Sales Executive,1,Single,2882,4680,6,No,15,3,4,80,0,3,2,16,2,9,9,Very Close,2 Jobs,Level 1,27 Years,On service,due for promotion,High,Low Ratings
26,No,Non-Travel,511,Sales,1,Medical,1,5892,1,Male,77,Manager,4,Single,9506,28466,1,Yes,16,4,1,80,0,2,3,2,9,2,4,Very Close,4 Jobs,Level 5,2 Years,due for retirement,due for promotion,Medium,High Ratings
52,No,Non-Travel,143,Human Resources,4,Life Sciences,1,3205,1,Female,67,Software Engineer,4,Married,4677,3803,2,Yes,14,4,1,80,2,1,4,2,0,8,9,Very Close,1 Jobs,Level 5,19 Years,On service,Not due,Medium,High Ratings
37,No,Travel_Rarely,1044,Research & Development,4,Medical,1,605,4,Male,54,Data Analyst,1,Divorced,19107,28094,0,Yes,11,4,3,80,1,5,2,16,2,5,2,Close,1 Jobs,Level 5,24 Years,due for retirement,due for promotion,Medium,Low Ratings
29,No,Travel_Frequently,1212,Research & Development,2,Medical,1,4943,1,Male,51,Software Engineer,4,Single,14171,27084,8,Yes,19,3,3,80,2,2,1,3,7,6,9,Very Far,1 Jobs,Level 3,10 Years,On service,due for promotion,Medium,High Ratings
52,No,Travel_Frequently,1040,Human Resources,2,Marketing,1,1551,1,Female,99,Support Engineer,3,Married,6617,22671,0,No,16,4,1,80,2,1,3,14,8,3,5,Close,1 Jobs,Level 2,25 Years,On service,Not due,Low,Low Ratings
48,No,Travel_Rarely,184,Research & Development,2,Medical,1,4709,4,Male,71,Sales Executive,2,Single,12858,29437,6,Yes,24,3,4,80,0,1,3,15,2,8,7,Close,3 Jobs,Level 3,29 Years,On service,due for promotion,Low,High Ratings
59,No,Travel_Rarely,1123,Sales,1,Marketing,1,4835,4,Male,51,Support Engineer,3,Married,14946,12811,6,No,22,3,3,80,1,0,2,0,1,5,9,Close,3 Jobs,Level 1,30 Years,due for retirement,due for promotion,High,High Ratings
22,Yes,Travel_Rarely,1459,Human Resources,2,Marketing,1,3186,1,Male,36,Business Analyst,3,Divorced,10493,3909,0,No,12,3,3,80,3,2,1,2,2,7,7,Very Far,1 Jobs,Level 5,3 Years,On service,due for promotion,Low,High Ratings
44,Yes,Travel_Frequently,890,Research & Development,4,Other,1,4387,2,Female,81,Sales Executive,2,Divorced,19973,12077,8,No,20,4,2,80,0,4,3,7,3,4,0,Very Far,1 Jobs,Level 4,25 Years,due for retirement,due for promotion,High,High Ratings
38,Yes,Non-Travel,1134,Sales,1,Marketing,1,1587,2,Female,30,Software Engineer,2,Divorced,13468,7220,5,Yes,22,3,1,80,0,5,1,0,5,8,0,Very Close,2 Jobs,Level 1,28 Years,On service,due for promotion,Medium,High Ratings
58,No,Travel_Rarely,1126,Human Resources,1,Life Sciences,1,3120,2,Female,94,Business Analyst,3,Married,3563,29382,4,No,11,4,2,80,3,1,1,18,5,4,9,Close,2 Jobs,Level 2,12 Years,due for retirement,due for promotion,Medium,High Ratings
32,No,Non-Travel,345,Sales,3,Technical Degree,1,3400,4,Male,93,Business Analyst,2,Single,15716,29766,7,Yes,15,4,3,80,1,5,4,12,9,8,6,Very Far,3 Jobs,Level 1,26 Years,On service,due for promotion,Medium,Low Ratings
42,No,Travel_Frequently,1039,Human Resources,2,Medical,1,402,2,Female,44,Business Analyst,4,Single,4795,18813,2,No,21,4,2,80,0,3,3,14,9,1,9,Very Far,3 Jobs,Level 3,16 Years,On service,Not due,Medium,High Ratings
20,Yes,Non-Travel,416,Sales,3,Technical Degree,1,32,4,Male,62,Research Scientist,3,Divorced,8504,16366,6,No,15,3,1,80,2,2,3,7,9,7,1,Close,4 Jobs,Level 4,12 Years,due for retirement,due for promotion,Low,High Ratings
42,No,Non-Travel,948,Research & Development,4,Other,1,1484,2,Male,69,Sales Executive,3,Divorced,12516,23066,0,Yes,22,3,4,80,0,4,3,0,5,4,6,Close,4 Jobs,Level 3,8 Years,On service,due for promotion,Medium,High Ratings
58,No,Non-Travel,1349,Research & Development,2,Medical,1,2681,4,Female,40,HR Executive,2,Married,12881,21824,7,No,21,3,3,80,0,4,2,15,8,2,2,Very Close,4 Jobs,Level 5,5 Years,On service,due for promotion,Medium,High Ratings
28,Yes,Non-Travel,295,Human Resources,4,Life Sciences,1,600,3,Male,56,HR Executive,4,Married,15137,25608,4,Yes,20,3,1,80,1,2,4,7,5,7,6,Very Far,2 Jobs,Level 5,11 Years,On service,due for promotion,High,High Ratings
51,No,Travel_Rarely,1359,Research & Development,4,Medical,1,3150,3,Male,50,Sales Executive,4,Divorced,14573,5132,4,No,12,3,2,80,3,1,1,8,0,0,4,Very Far,1 Jobs,Level 1,10 Years,due for retirement,due for promotion,Medium,Low Ratings
39,No,Non-Travel,712,Human Resources,4,Other,1,5545,4,Male,84,Sales Executive,4,Divorced,14976,15965,6,No,24,3,4,80,2,5,1,3,7,9,2,Very Far,2 Jobs,Level 5,3 Years,On service,due for promotion,High,Low Ratings
59,Yes,Non-Travel,851,Human Resources,2,Life Sciences,1,1861,1,Male,73,Research Scientist,3,Single,19564,18423,9,Yes,15,3,3,80,0,3,1,2,0,6,3,Close,4 Jobs,Level 5,27 Years,due for retirement,Not due,Medium,Low Ratings
34,No,Travel_Rarely,548,Human Resources,2,Life Sciences,1,566,2,Female,56,HR Executive,4,Single,12163,19787,7,Yes,18,3,1,80,0,3,1,7,3,3,5,Very Close,3 Jobs,Level 2,23 Years,On service,Not due,High,Low Ratings
50,No,Travel_Rarely,103,Human Resources,2,Life Sciences,1,2214,2,Male,74,Sales Executive,2,Divorced,8521,10513,2,Yes,18,3,4,80,0,3,4,3,3,3,7,Very Close,3 Jobs,Level 2,9 Years,On service,due for promotion,High,Low Ratings
38,No,Travel_Rarely,1009,Human Resources,3,Marketing,1,1967,3,Male,33,Sales Executive,2,Married,15305,10249,9,No,10,3,4,80,3,5,3,17,7,6,2,Very Far,3 Jobs,Level 3,12 Years,On service,Not due,High,High Ratings
21,No,Travel_Rarely,390,Sales,2,Other,1,866,1,Male,62,Support Engineer,4,Single,15424,12354,6,No,24,3,1,80,2,3,1,9,1,7,4,Very Close,1 Jobs,Level 3,6 Years,On service,due for promotion,High,High Ratings
39,No,Non-Travel,349,Human Resources,2,Technical Degree,1,4608,3,Female,78,Research Scientist,2,Single,8836,14685,8,Yes,23,4,3,80,3,1,1,17,7,8,8,Close,2 Jobs,Level 2,19 Years,On service,due for promotion,Medium,High Ratings
42,No,Non-Travel,708,Sales,4,Technical Degree,1,2451,2,Female,83,Research Scientist,1,Married,10834,18198,0,No,22,3,4,80,3,4,1,17,9,9,0,Very Close,2 Jobs,Level 1,16 Years,due for retirement,Not due,Medium,Low Ratings
33,Yes,Non-Travel,531,Human Resources,1,Other,1,5693,1,Male,85,Software Engineer,2,Divorced,13372,17514,8,Yes,21,3,1,80,3,5,3,4,2,9,5,Close,3 Jobs,Level 2,21 Years,On service,Not due,High,High Ratings
56,No,Non-Travel,546,Human Resources,1,Marketing,1,813,1,Female,70,Research Scientist,3,Divorced,7467,3168,1,Yes,11,4,1,80,1,3,1,6,6,3,2,Very Far,3 Jobs,Level 3,23 Years,On service,due for promotion,Medium,High Ratings
33,No,Non-Travel,1438,Research & Development,1,Medical,1,1478,2,Female,42,Data Analyst,1,Single,10465,29396,4,No,15,3,4,80,0,1,3,14,4,2,0,Very Far,1 Jobs,Level 4,24 Years,On service,due for promotion,Medium,High Ratings
25,No,Travel_Rarely,822,Research & Development,4,Life Sciences,1,4735,2,Male,78,HR Executive,3,Married,4931,28966,6,No,23,3,4,80,3,0,1,15,5,5,3,Close,2 Jobs,Level 5,29 Years,due for retirement,due for promotion,Medium,Low Ratings
21,Yes,Non-Travel,124,Research & Development,4,Technical Degree,1,2272,4,Male,33,Software Engineer,3,Single,15192,28638,4,Yes,19,3,2,80,2,4,1,17,3,2,3,Very Far,2 Jobs,Level 4,14 Years,On service,due for promotion,Low,Low Ratings
46,No,Non-Travel,903,Human Resources,4,Life Sciences,1,1039,4,Male,78,Data Analyst,4,Single,11623,16662,8,No,20,3,1,80,1,2,1,3,0,2,6,Very Close,2 Jobs,Level 4,28 Years,On service,Not due,Medium,Low Ratings
20,No,Non-Travel,911,Human Resources,3,Medical,1,4527,4,Female,59,Sales Executive,2,Divorced,9350,18534,7,No,12,3,3,80,0,1,1,9,3,3,8,Very Far,1 Jobs,Level 5,4 Years,On service,due for promotion,Low,Low Ratings
18,Yes,Non-Travel,1295,Sales,1,Marketing,1,81,1,Male,54,Support Engineer,4,Single,17972,24619,7,Yes,21,4,3,80,0,1,2,16,9,7,3,Close,3 Jobs,Level 2,18 Years,On service,due for promotion,Medium,Low Ratings
40,No,Travel_Frequently,668,Sales,3,Other,1,1205,3,Male,44,Support Engineer,1,Divorced,5508,8529,8,No,24,4,4,80,0,1,1,8,5,8,6,Very Far,3 Jobs,Level 1,10 Years,On service,due for promotion,Low,Low Ratings
29,Yes,Non-Travel,842,Sales,1,Life Sciences,1,3286,3,Male,31,Sales Executive,3,Married,12988,14960,3,No,12,3,2,80,3,5,2,14,6,4,1,Very Close,2 Jobs,Level 4,18 Years,On service,due for promotion,Low,Low Ratings
35,No,Travel_Rarely,1202,Research & Development,2,Medical,1,1546,1,Female,93,Software Engineer,2,Married,2916,9208,7,No,20,3,2,80,3,5,3,16,8,4,7,Very Far,2 Jobs,Level 1,12 Years,On service,Not due,Low,Low Ratings
29,No,Travel_Frequently,1029,Research & Development,4,Medical,1,178,4,Male,76,Research Scientist,4,Divorced,14610,4613,9,Yes,16,3,1,80,3,0,3,7,7,8,0,Close,4 Jobs,Level 3,19 Years,On service,Not due,Low,Low Ratings
23,No,Non-Travel,562,Research & Development,2,Technical Degree,1,2586,1,Female,56,Business Analyst,3,Divorced,7001,17569,4,No,10,4,2,80,3,0,4,6,5,1,8,Close,3 Jobs,Level 4,8 Years,due for retirement,due for promotion,High,Low Ratings
27,Yes,Travel_Rarely,1457,Human Resources,3,Technical Degree,1,5993,1,Female,42,Support Engineer,1,Divorced,6658,26930,5,Yes,13,4,4,80,1,3,1,10,6,1,1,Very Far,4 Jobs,Level 3,1 Years,On service,due for promotion,High,High Ratings
41,No,Non-Travel,206,Research & Development,1,Technical Degree,1,4864,3,Male,90,Business Analyst,3,Single,16990,28404,4,Yes,16,4,3,80,0,1,3,17,3,2,3,Very Close,2 Jobs,Level 2,14 Years,On service,due for promotion,Medium,High Ratings
20,Yes,Travel_Rarely,949,Research & Development,1,Marketing,1,1439,4,Male,67,Sales Executive,3,Divorced,8688,27080,4,No,24,4,3,80,1,3,2,14,0,8,2,Very Close,4 Jobs,Level 4,23 Years,On service,due for promotion,Medium,Low Ratings
38,Yes,Travel_Rarely,399,Sales,2,Other,1,297,1,Male,53,Business Analyst,1,Married,14615,28215,9,No,17,4,2,80,3,1,3,4,3,9,5,Close,2 Jobs,Level 3,6 Years,On service,due for promotion,Low,High Ratings
37,Yes,Non-Travel,971,Human Resources,2,Marketing,1,3616,2,Female,98,Manager,2,Divorced,6055,19980,6,No,20,3,3,80,2,0,2,4,1,8,7,Very Far,2 Jobs,Level 3,14 Years,due for retirement,due for promotion,High,High Ratings
23,No,Travel_Rarely,456,Research & Development,3,Life Sciences,1,3648,2,Male,71,Software Engineer,3,Divorced,8082,10376,6,Yes,19,4,1,80,2,0,4,4,0,6,8,Close,2 Jobs,Level 2,2 Years,On service,due for promotion,Low,High Ratings
50,No,Non-Travel,301,Research & Development,2,Life Sciences,1,158,1,Male,42,Data Analyst,2,Divorced,6439,10982,8,Yes,19,4,1,80,2,5,1,8,5,4,1,Very Far,3 Jobs,Level 1,9 Years,On service,due for promotion,High,High Ratings
57,Yes,Travel_Rarely,425,Research & Development,3,Marketing,1,1028,1,Male,50,Software Engineer,4,Divorced,12982,27828,2,Yes,17,3,2,80,0,3,2,10,8,1,9,Very Far,4 Jobs,Level 1,29 Years,On service,Not due,High,High Ratings
29,No,Non-Travel,927,Human Resources,2,Technical Degree,1,411,1,Male,65,HR Executive,2,Divorced,14409,29741,3,Yes,21,4,1,80,2,0,3,10,5,6,3,Close,2 Jobs,Level 4,12 Years,On service,due for promotion,Low,Low Ratings
32,No,Travel_Frequently,308,Research & Development,1,Medical,1,3959,4,Female,86,Research Scientist,2,Single,19869,28244,4,No,14,3,1,80,3,3,3,9,5,4,9,Close,3 Jobs,Level 2,5 Years,due for retirement,Not due,High,Low Ratings
56,Yes,Travel_Rarely,515,Human Resources,1,Technical Degree,1,5938,2,Female,74,Research Scientist,4,Divorced,6440,8162,8,No,12,4,2,80,0,2,2,11,2,3,3,Close,1 Jobs,Level 4,2 Years,due for retirement,due for promotion,Medium,Low Ratings
52,Yes,Travel_Rarely,345,Research & Development,4,Life Sciences,1,4957,3,Female,32,Software Engineer,3,Divorced,16539,8886,7,Yes,11,3,1,80,1,4,4,13,7,7,1,Very Close,2 Jobs,Level 1,19 Years,On service,Not due,High,Low Ratings
38,No,Non-Travel,503,Research & Development,2,Medical,1,4757,1,Male,87,Sales Executive,4,Single,4149,28139,4,Yes,16,4,1,80,0,0,2,5,4,9,1,Very Close,2 Jobs,Level 2,7 Years,due for retirement,due for promotion,Low,High Ratings
44,Yes,Travel_Rarely,1073,Research & Development,4,Technical Degree,1,5448,1,Male,60,Sales Executive,1,Single,10828,6719,2,No,11,4,1,80,2,4,3,11,6,0,3,Very Far,1 Jobs,Level 5,7 Years,due for retirement,Not due,Low,High Ratings
59,No,Non-Travel,907,Human Resources,2,Other,1,2182,1,Female,41,Manager,2,Married,6589,5399,9,No,24,3,4,80,1,4,1,8,2,6,9,Very Close,1 Jobs,Level 2,10 Years,On service,due for promotion,Low,Low Ratings
32,No,Travel_Rarely,918,Research & Development,4,Medical,1,5809,1,Male,93,Manager,3,Single,11520,17040,4,Yes,18,3,3,80,3,4,4,16,2,0,7,Very Far,1 Jobs,Level 2,17 Years,On service,Not due,Medium,High Ratings
45,Yes,Travel_Rarely,714,Research & Development,2,Medical,1,811,4,Female,75,Research Scientist,1,Married,9934,27951,0,No,22,4,4,80,3,4,4,10,8,9,2,Very Close,1 Jobs,Level 5,26 Years,On service,due for promotion,Medium,Low Ratings
28,Yes,Travel_Frequently,1028,Sales,3,Other,1,4916,2,Male,89,Manager,2,Married,3381,2313,7,Yes,15,3,3,80,1,5,1,4,6,6,2,Very Far,2 Jobs,Level 3,14 Years,due for retirement,due for promotion,High,Low Ratings
34,No,Non-Travel,632,Human Resources,1,Medical,1,4954,1,Male,72,Support Engineer,4,Married,13142,2516,2,No,14,3,1,80,2,0,3,5,4,4,8,Close,2 Jobs,Level 3,27 Years,On service,due for promotion,High,Low Ratings
35,No,Travel_Rarely,714,Research & Development,3,Other,1,3734,2,Female,73,Support Engineer,4,Divorced,2351,10294,2,No,11,3,3,80,1,2,3,18,6,8,3,Close,1 Jobs,Level 3,11 Years,due for retirement,Not due,Medium,High Ratings
53,No,Non-Travel,1275,Sales,4,Life Sciences,1,5164,2,Female,67,Data Analyst,4,Married,11952,4014,0,No,21,4,2,80,0,1,1,11,4,3,2,Very Far,1 Jobs,Level 1,28 Years,On service,Not due,Medium,Low Ratings
41,No,Non-Travel,783,Research & Development,4,Other,1,2978,2,Female,31,Manager,2,Single,9541,15851,0,Yes,23,3,4,80,2,4,2,1,0,6,3,Very Far,1 Jobs,Level 2,20 Years,On service,Not due,High,Low Ratings
51,No,Non-Travel,1312,Human Resources,2,Medical,1,3796,2,Male,84,Data Analyst,4,Divorced,13149,13862,9,No,21,4,1,80,1,5,3,18,9,6,7,Very Close,1 Jobs,Level 5,6 Years,On service,Not due,High,High Ratings
18,No,Travel_Rarely,1080,Human Resources,3,Medical,1,2169,1,Male,59,Manager,4,Single,4114,27007,5,No,19,3,2,80,2,5,4,12,0,1,2,Close,3 Jobs,Level 1,8 Years,On service,Not due,High,High Ratings
56,No,Travel_Frequently,116,Sales,2,Technical Degree,1,3078,3,Male,83,Research Scientist,3,Married,4097,15872,0,No,11,3,1,80,1,5,3,15,5,8,1,Close,3 Jobs,Level 5,19 Years,due for retirement,due for promotion,Medium,High Ratings
49,Yes,Travel_Rarely,1328,Human Resources,4,Marketing,1,1695,2,Male,92,Research Scientist,3,Married,9754,17662,1,Yes,12,3,1,80,3,2,2,3,4,9,7,Very Close,2 Jobs,Level 1,30 Years,due for retirement,due for promotion,High,Low Ratings
35,No,Travel_Rarely,601,Research & Development,1,Life Sciences,1,1025,4,Female,71,Data Analyst,1,Single,10062,2011,7,Yes,21,4,1,80,3,0,4,11,5,9,6,Very Far,4 Jobs,Level 1,19 Years,On service,due for promotion,High,High Ratings
58,No,Non-Travel,1398,Research & Development,3,Marketing,1,3947,3,Male,45,Software Engineer,1,Single,4816,20174,9,No,21,4,3,80,2,4,3,6,5,0,2,Very Far,1 Jobs,Level 1,24 Years,On service,due for promotion,High,High Ratings
33,No,Non-Travel,1266,Sales,3,Medical,1,2125,1,Female,57,Research Scientist,3,Divorced,10914,17448,8,Yes,16,4,4,80,2,3,4,16,4,2,4,Close,4 Jobs,Level 5,24 Years,On service,due for promotion,Low,Low Ratings
49,No,Non-Travel,836,Sales,3,Other,1,5295,3,Male,49,Software Engineer,1,Married,15937,4642,6,No,15,3,4,80,1,4,1,17,1,6,2,Very Close,2 Jobs,Level 4,24 Years,due for retirement,due for promotion,High,Low Ratings
27,No,Travel_Rarely,806,Research & Development,1,Marketing,1,2705,2,Female,69,Sales Executive,4,Single,10161,17135,6,Yes,15,3,3,80,3,0,1,11,9,4,8,Very Far,2 Jobs,Level 1,17 Years,On service,due for promotion,Low,Low Ratings
25,Yes,Non-Travel,1197,Research & Development,1,Life Sciences,1,1034,1,Male,93,Support Engineer,4,Divorced,12751,15514,9,No,18,3,4,80,0,4,1,10,2,7,4,Very Close,1 Jobs,Level 3,24 Years,On service,due for promotion,Medium,Low Ratings
36,No,Travel_Rarely,753,Research & Development,2,Other,1,5872,3,Male,43,Data Analyst,4,Single,14874,11928,6,Yes,13,3,3,80,3,1,1,17,0,9,9,Close,4 Jobs,Level 2,24 Years,On service,due for promotion,Medium,Low Ratings
35,No,Non-Travel,699,Human Resources,1,Other,1,5365,2,Female,38,Business Analyst,3,Married,14205,13446,9,Yes,19,4,3,80,2,4,4,5,1,3,1,Close,4 Jobs,Level 4,18 Years,due for retirement,due for promotion,High,High Ratings
59,Yes,Travel_Rarely,1277,Research & Development,1,Other,1,4160,2,Male,49,Research Scientist,1,Divorced,17901,9993,0,No,15,3,1,80,1,1,4,16,7,3,3,Very Far,1 Jobs,Level 4,12 Years,On service,due for promotion,Medium,Low Ratings
37,Yes,Travel_Frequently,349,Sales,4,Life Sciences,1,1701,4,Female,43,HR Executive,2,Married,14553,15463,9,No,12,3,4,80,1,2,1,6,3,8,8,Very Close,1 Jobs,Level 5,9 Years,On service,due for promotion,High,High Ratings
42,No,Non-Travel,1142,Research & Development,1,Marketing,1,2914,2,Female,99,Sales Executive,1,Married,12461,4693,2,Yes,23,4,2,80,2,4,1,18,6,5,6,Very Close,4 Jobs,Level 4,23 Years,On service,Not due,High,Low Ratings
40,No,Non-Travel,427,Human Resources,4,Marketing,1,4879,1,Female,58,Software Engineer,1,Single,19889,23319,4,No,24,3,1,80,3,2,2,2,0,1,9,Very Far,2 Jobs,Level 5,24 Years,On service,due for promotion,Low,Low Ratings
51,Yes,Travel_Rarely,439,Human Resources,3,Medical,1,3321,2,Male,78,Research Scientist,3,Single,10308,22108,1,No,20,3,4,80,3,5,1,15,2,4,3,Very Far,4 Jobs,Level 5,16 Years,On service,Not due,Medium,High Ratings
49,Yes,Travel_Rarely,896,Human Resources,4,Medical,1,5027,1,Male,89,Data Analyst,1,Married,19783,20535,3,Yes,21,4,2,80,3,4,1,9,5,3,5,Very Close,2 Jobs,Level 3,18 Years,On service,due for promotion,High,High Ratings
20,Yes,Travel_Rarely,258,Research & Development,3,Medical,1,2583,4,Male,95,Business Analyst,1,Married,5178,11755,4,Yes,18,3,3,80,3,4,4,8,5,0,9,Very Far,3 Jobs,Level 1,16 Years,On service,due for promotion,Medium,Low Ratings
20,Yes,Non-Travel,533,Sales,4,Medical,1,5284,2,Male,41,Manager,4,Divorced,6497,29161,0,Yes,20,4,3,80,0,3,2,3,0,3,2,Very Close,4 Jobs,Level 4,16 Years,due for retirement,due for promotion,Medium,High Ratings
